trial,step,original,complete,window,sups,size
7,4258,12,102,1,1,100
7,4348,13,13,1,1,100
7,4346,16,16,1,1,100
7,4320,22,42,1,1,100
7,4318,45,45,1,1,100
7,4337,20,26,1,1,100
7,4299,13,64,1,1,100
7,4315,49,49,1,1,100
7,4273,41,92,1,1,100
7,4331,35,35,1,1,100
7,4325,42,42,1,1,100
7,4326,41,41,1,1,100
7,4335,34,34,1,1,100
7,4333,31,37,1,1,100
7,4365,5,5,1,1,100
7,4357,13,13,1,1,100
7,4358,13,13,1,1,100
7,4370,1,1,1,1,100
7,4307,26,64,1,1,100
7,4353,18,18,1,1,100
7,4366,6,7,1,1,100
7,3883,17,491,1,1,100
7,4328,12,48,1,1,100
7,4283,17,94,1,1,100
7,4324,23,55,1,1,100
7,4354,26,26,1,1,100
7,4364,19,19,1,1,100
7,4367,14,18,1,1,100
7,4362,24,24,1,1,100
7,4178,32,208,1,1,100
7,4363,24,24,1,1,100
7,4349,38,38,1,1,100
7,4371,18,18,1,1,100
7,4341,48,48,1,1,100
7,4388,2,2,1,1,100
7,4351,40,40,1,1,100
7,4360,33,33,1,1,100
7,4340,31,53,1,1,100
7,4381,13,13,1,1,100
7,4194,8,200,1,1,100
7,4344,18,50,1,1,100
7,4361,27,35,1,1,100
7,4383,12,12,1,1,100
7,4290,20,107,1,1,100
7,4382,16,16,1,1,100
7,4369,3,29,1,1,100
7,4270,5,129,1,1,100
7,4380,19,19,1,1,100
7,4375,23,23,1,1,100
7,4378,21,21,1,1,100
7,3905,26,495,1,1,100
7,4397,4,4,1,1,100
7,4359,43,43,1,1,100
7,4368,35,35,1,1,100
7,4401,2,2,1,1,100
7,4385,19,19,1,1,100
7,4390,18,18,1,1,100
7,4403,5,5,1,1,100
7,4405,5,5,1,1,100
7,4394,17,17,1,1,100
7,4374,39,39,1,1,100
7,4384,31,31,1,1,100
7,4395,20,20,1,1,100
7,4396,20,20,1,1,100
7,4391,29,29,1,1,100
7,4406,15,15,1,1,100
7,4404,18,18,1,1,100
7,4379,46,46,1,1,100
7,4400,25,25,1,1,100
7,4389,27,37,1,1,100
7,4386,41,41,1,1,100
7,4426,1,1,1,1,100
7,4424,3,3,1,1,100
7,4414,17,17,1,1,100
7,4402,30,30,1,1,100
7,4416,16,16,1,1,100
7,4431,2,2,1,1,100
7,4427,7,7,1,1,100
7,4411,14,24,1,1,100
7,4392,44,44,1,1,100
7,4393,35,44,1,1,100
7,4399,39,39,1,1,100
7,4413,26,26,1,1,100
7,4417,22,22,1,1,100
7,3945,42,497,1,1,100
7,4412,30,30,1,1,100
7,4301,45,143,1,1,100
7,4442,2,2,1,1,100
7,4314,48,132,1,1,100
7,4409,44,44,1,1,100
7,4407,47,47,1,1,100
7,4443,12,12,1,1,100
7,4435,19,19,1,1,100
7,4410,45,45,1,1,100
7,4408,48,48,1,1,100
7,4428,31,31,1,1,100
7,4455,6,6,1,1,100
7,4423,39,39,1,1,100
7,4421,42,42,1,1,100
7,4415,48,48,1,1,100
7,4461,6,6,1,1,100
7,4453,14,14,1,1,100
7,4439,28,28,1,1,100
7,4433,35,35,1,1,100
7,4420,48,48,1,1,100
7,4425,46,46,1,1,100
7,4449,23,23,1,1,100
7,4445,27,27,1,1,100
